Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,review_length
1988,H. Oliver,5.0,ain t technology amazing i got this card for my mom when we bought her a new smart phone i wanted her to have plenty of room for pictures music and some movies,,400,0,0,0,0,0.0,0.0,159
1989,"Hollyecho Montgomery ""Hollyecho Montgomery""",5.0,perfect took card put old gb card and transferred it over to it in the computer while my samsung galaxy s was off then inserted it in my samsung galaxy s powered up and it was like i had never took the gb card out read ringtones programs stored on external sd card everything no errors no glitches connected the phone to the computer via usb cable and usb  slot and in no time my gb of music was transferred to my phone and it all read and is working perfectly i could not be more pleased when a products works like it is supposed to,,186,1,0,1,1,1.0,0.2065493143772374,533
1990,homer0768,5.0,gb card takes my smartphone to a new level recently purchased a razrm and this huge capacity card allows me to take tons of picture even with a good percentage of my mp collection and about  movies on mp fast and so far so good as far as data integrity highly recommend,,726,0,0,0,0,0.0,0.0,269
1991,Home Reviewer,5.0,i packed everything that i wanted to use on my tablet onto this card and only took up about gb but i haven t seen any delays in response times whatsoever it s very comforting to know that i have a massive amount of storage space available for downloads pictures videos etc thank you to the manufacturer and seller for such an exceptional product and price,,283,0,0,0,0,0.0,0.0,355
1992,homie23mj,5.0,installed this big baby in my s lay night and it is rocking and a rolling did first test think i got mb read which i am plenty happy with i was moving things onto the card also i think so not sure how much faster it can go computer i am sure it will be faster,,698,0,0,0,0,0.0,0.0,259
1993,"Honest  John ""Truth""",3.0,the card was good haven t had a problem with it yet good price fit the product i bought it for,,287,0,0,0,0,0.0,0.0,94
1994,Honest Opinion,5.0,i already had a sandisk gb class  card in my android phone here is how you know this is faster i d press the play button for the music player with the class  and there was always a small delay before the music played with this gb sandisk ultra the music plays immediately this is a very useful way to tell how fast this is this memory card gets my approval and my thanks to sandisk,,760,3,0,3,3,1.0,0.4385029682449545,381
1995,honestreviews,5.0,great price and great quality it fit perfectly in my device i highly recommend this brand the adapter was a nice bonus,,308,0,0,0,0,0.0,0.0,118
1996,Hooha12,5.0,fast and easy to use it does exactly what a class  is supposed to do using in a samsung tab,,262,0,0,0,0,0.0,0.0,91
1997,Hooligan,5.0,does exactly what you would expect use this in my new galaxy tab and not disappointing as always a great product,,295,0,0,0,0,0.0,0.0,112
1998,Hoon Ik Cho,5.0,i ve had this memory card for about  days i ordered it with my new galaxy s verizon worked perfectly out of the box didn t have to format and read write speeds meets up to my expectations i will still keep my eyes on this card for little longer because i see some reviews reporting that cards fail after some time but seems to be ok for me not relevant to this product but i did get ontrac shipping amazon prime  day shipping for this memory card and my galaxy s after reading so many negative reviews and feedback about this shipping company i was crossing my fingers and hoping that they wouldn t do something stupid to my package fortunately i got my package on time and nothing was damaged one minor complain is that ontrac does not update their tracking history very often or at all based on my other purchases as i was phoneless for couple days and really needed a phone i checked the tracking history probably once every couple hours it was showing that it has left the faculty for    days and was not updated at all until about an hour before i got my package saying that it went out for delivery on am i received my package around pm again i got my package on time with no problem so i m ok but with the history of ontrac being so rubbish it just made me worry because i didn t wanted to be phoneless for   weeks,,366,0,0,0,0,0.0,0.0,1321
1999,"Horacio Villarreal ""Ecadese""",5.0,compatibility should not be an issue with these memory cards even though they are sdhc they are very backwards compatible i threw a  gb in my phone for extra storage and i have had no issues with it make sure you move apps from your phone to your sd card storage though it s future proof and you can hide important files on it if you want,,450,0,0,0,0,0.0,0.0,338
2000,Horanano,5.0,simply put it is a  gb microsdhc card that came in the mail when it said it would it was empty when i got it it works as expected it holds files images etc and it has the adapter included voila,,318,0,0,0,0,0.0,0.0,193
2001,Horhey,4.0,i bought this card because i hope to transition from a pc to a smartphone in the near future for now i use an adapter to run it on the pc the write times aren t as good as i had hoped but they re acceptable overall plenty of storage space for my files some of my music pics that sort of thing have also run portable applications on it and they seem to perform well for the most part overall a solid little card with just enough speed to get the majority of my tasks done sidenote the card came formatted with exfat by default the onyl way i could downgrade to fat was to use a third party app for some reason the card can t be read by my phone but the phone is an older model samsung so that could be the issue,,703,0,0,0,0,0.0,0.0,710
2002,Hostile,5.0,easy to load super fast great for pictures and hd video on my phone really happy with this purchase just don t have enough stuff to fill it,,480,0,0,0,0,0.0,0.0,139
2003,HotBits,5.0,works great got it quickly it was well packed plugged it in an it s been working fine since only been a month so can speak to long term reliability will buy another one soon,,519,0,0,0,0,0.0,0.0,173
2004,House,5.0,i bought one for my note  and one for my girlfriend and her s she takes a lot of pictures and i have a lot of music on my phone so we both wanted the extra room the cards read and write quickly also,,167,0,0,0,0,0.0,0.0,198
2005,Howard and Shikha,5.0,i figured out why my old microsd card died on me when i plugged in my old android phone at work the antivirus software of my laptop wanted to scan the whole thing every time i was plugging it in to charge it but the constant reads wore out the flash my new android phone mounts as a cd drive instead of the entire thing i can only see the phone if i unmount my cd drive this is perfect for charging at work now be careful with virus scanners if you have an android phone that auto mounts your entire phone s micro sd,,664,0,0,0,0,0.0,0.0,516
2006,Howard,5.0,this chip is super fast if you re going to use it in an android device i recommend formatting it in ntfs,,536,0,0,0,0,0.0,0.0,104
2007,Howard H. Skwer,5.0,a reliable brand name produce giving me lots of storage for music videos and pictures it s so tiny no one in say  would believe what it does,,507,0,0,0,0,0.0,0.0,140
2008,Howard L. Gault,5.0,this is the second one of these chips that i received the first either had a latent physical defect or damage in transit but it snapped in half on first use i was really bummed but determined to try again this was a breeze the chip blazes doubled the capacity of the  gb chip it replaced in my asus tft tablet and holds all of my music and documents with plenty of room left over i now have  gb available on my tablet and it all works flawlessly anyone that is looking to upgrade needs to do a little due diligence in determining that your device is able to address  gb s but with that reservation i strongly recommend this little gem,,622,1,0,1,1,1.0,0.2065493143772374,634
